id	score	v	d-obj	p	p-title
00001	?	take	new plate	replacement food	food
00002	?	take	new plate	returns	food
00003	?	take	new plate	issue	food
00004	?	take	new plate	waiter	food
00005	?	take	new plate	server	food
00006	?	take	new plate	wait staff of problem	food
00007	?	take	new plate	wait for new order	food
00008	?	take	new plate	you	food
00009	?	take	new plate	table	food
00010	?	take	new plate	flag	food
00011	?	take	new plate	new dish	food
00012	?	take	new plate	waiter problem	food
00013	?	take	new plate	problem	food
00014	?	take	new plate	good tip	food
00015	?	take	new plate	higher tip	food
00016	?	take	new plate	chef complaint	food
00017	?	take	new plate	reason	food
00018	?	take	new plate	him	food
00019	?	take	new plate	waitress	food
00020	?	take	new plate	new plate of food	food
00021	?	take	new plate	waitstaff	food
00022	?	take	new plate	server s attention	food
00023	?	take	new plate	waitress attention	food
00024	?	take	new plate	server s	food
00025	?	take	new plate	replacement meal	food
00026	?	take	new plate	new meal	food
00027	?	take	new plate	chef	food
00028	?	take	new plate	chef complaint of food	food
00029	?	show	bad parts	replacement food	food
00030	?	show	bad parts	returns	food
00031	?	show	bad parts	issue	food
00032	?	show	bad parts	waiter	food
00033	?	show	bad parts	server	food
00034	?	show	bad parts	wait staff of problem	food
00035	?	show	bad parts	wait for new order	food
00036	?	show	bad parts	you	food
00037	?	show	bad parts	table	food
00038	?	show	bad parts	flag	food
00039	?	show	bad parts	new dish	food
00040	?	show	bad parts	new plate	food
00041	?	show	bad parts	waiter problem	food
00042	?	show	bad parts	problem	food
00043	?	show	bad parts	good tip	food
00044	?	show	bad parts	higher tip	food
00045	?	show	bad parts	chef complaint	food
00046	?	show	bad parts	reason	food
00047	?	show	bad parts	him	food
00048	?	show	bad parts	waitress	food
00049	?	show	bad parts	new plate of food	food
00050	?	show	bad parts	waitstaff	food
00051	?	show	bad parts	server s attention	food
00052	?	show	bad parts	waitress attention	food
00053	?	show	bad parts	server s	food
00054	?	show	bad parts	replacement meal	food
00055	?	show	bad parts	new meal	food
00056	?	show	bad parts	chef	food
00057	?	show	bad parts	chef complaint of food	food
00058	?	explain	problem	replacement food	food
00059	?	explain	problem	returns	food
00060	?	explain	problem	issue	food
00061	?	explain	problem	waiter	food
00062	?	explain	problem	server	food
00063	?	explain	problem	wait staff of problem	food
00064	?	explain	problem	wait for new order	food
00065	?	explain	problem	you	food
00066	?	explain	problem	table	food
00067	?	explain	problem	flag	food
00068	?	explain	problem	new dish	food
00069	?	explain	problem	new plate	food
00070	?	explain	problem	waiter problem	food
00071	?	explain	problem	good tip	food
00072	?	explain	problem	higher tip	food
00073	?	explain	problem	chef complaint	food
00074	?	explain	problem	reason	food
00075	?	explain	problem	him	food
00076	?	explain	problem	waitress	food
00077	?	explain	problem	new plate of food	food
00078	?	explain	problem	waitstaff	food
00079	?	explain	problem	server s attention	food
00080	?	explain	problem	waitress attention	food
00081	?	explain	problem	server s	food
00082	?	explain	problem	replacement meal	food
00083	?	explain	problem	new meal	food
00084	?	explain	problem	chef	food
00085	?	explain	problem	chef complaint of food	food
00086	?	bring	food	replacement food	food
00087	?	bring	food	returns	food
00088	?	bring	food	issue	food
00089	?	bring	food	waiter	food
00090	?	bring	food	server	food
00091	?	bring	food	wait staff of problem	food
00092	?	bring	food	wait for new order	food
00093	?	bring	food	you	food
00094	?	bring	food	table	food
00095	?	bring	food	flag	food
00096	?	bring	food	new dish	food
00097	?	bring	food	new plate	food
00098	?	bring	food	waiter problem	food
00099	?	bring	food	problem	food
00100	?	bring	food	good tip	food
00101	?	bring	food	higher tip	food
00102	?	bring	food	chef complaint	food
00103	?	bring	food	reason	food
00104	?	bring	food	him	food
00105	?	bring	food	waitress	food
00106	?	bring	food	new plate of food	food
00107	?	bring	food	waitstaff	food
00108	?	bring	food	server s attention	food
00109	?	bring	food	waitress attention	food
00110	?	bring	food	server s	food
00111	?	bring	food	replacement meal	food
00112	?	bring	food	new meal	food
00113	?	bring	food	chef	food
00114	?	bring	food	chef complaint of food	food
00115	?	hand	dish	replacement food	food
00116	?	hand	dish	returns	food
00117	?	hand	dish	issue	food
00118	?	hand	dish	waiter	food
00119	?	hand	dish	server	food
00120	?	hand	dish	wait staff of problem	food
00121	?	hand	dish	wait for new order	food
00122	?	hand	dish	you	food
00123	?	hand	dish	table	food
00124	?	hand	dish	flag	food
00125	?	hand	dish	new dish	food
00126	?	hand	dish	new plate	food
00127	?	hand	dish	waiter problem	food
00128	?	hand	dish	problem	food
00129	?	hand	dish	good tip	food
00130	?	hand	dish	higher tip	food
00131	?	hand	dish	chef complaint	food
00132	?	hand	dish	reason	food
00133	?	hand	dish	him	food
00134	?	hand	dish	waitress	food
00135	?	hand	dish	new plate of food	food
00136	?	hand	dish	waitstaff	food
00137	?	hand	dish	server s attention	food
00138	?	hand	dish	waitress attention	food
00139	?	hand	dish	server s	food
00140	?	hand	dish	replacement meal	food
00141	?	hand	dish	new meal	food
00142	?	hand	dish	chef	food
00143	?	hand	dish	chef complaint of food	food
00144	?	dislike	food	replacement food	food
00145	?	dislike	food	returns	food
00146	?	dislike	food	issue	food
00147	?	dislike	food	waiter	food
00148	?	dislike	food	server	food
00149	?	dislike	food	wait staff of problem	food
00150	?	dislike	food	wait for new order	food
00151	?	dislike	food	you	food
00152	?	dislike	food	table	food
00153	?	dislike	food	flag	food
00154	?	dislike	food	new dish	food
00155	?	dislike	food	new plate	food
00156	?	dislike	food	waiter problem	food
00157	?	dislike	food	problem	food
00158	?	dislike	food	good tip	food
00159	?	dislike	food	higher tip	food
00160	?	dislike	food	chef complaint	food
00161	?	dislike	food	reason	food
00162	?	dislike	food	him	food
00163	?	dislike	food	waitress	food
00164	?	dislike	food	new plate of food	food
00165	?	dislike	food	waitstaff	food
00166	?	dislike	food	server s attention	food
00167	?	dislike	food	waitress attention	food
00168	?	dislike	food	server s	food
00169	?	dislike	food	replacement meal	food
00170	?	dislike	food	new meal	food
00171	?	dislike	food	chef	food
00172	?	dislike	food	chef complaint of food	food
00173	?	get	waitress attention	replacement food	food
00174	?	get	waitress attention	returns	food
00175	?	get	waitress attention	issue	food
00176	?	get	waitress attention	waiter	food
00177	?	get	waitress attention	server	food
