id	score	v	d-obj	p	p-title
00001	0.004185570073003028	take	new plate	replacement food	food
00002	0.0015590948695999817	take	new plate	returns	food
00003	0.0013539484551640894	take	new plate	issue	food
00004	0.01895527837229725	take	new plate	waiter	food
00005	0.014807345946740292	take	new plate	server	food
00006	0.0055522868315346285	take	new plate	wait staff of problem	food
00007	0.0	take	new plate	wait for new order	food
00008	0.0005450744280255425	take	new plate	you	food
00009	0.001104927715763387	take	new plate	table	food
00010	0.002467890991123382	take	new plate	flag	food
00011	0.008371140146006055	take	new plate	new dish	food
00012	0.002092785036501514	take	new plate	waiter problem	food
00013	0.0075793175244911375	take	new plate	problem	food
00014	0.002092785036501514	take	new plate	good tip	food
00015	0.002092785036501514	take	new plate	higher tip	food
00016	0.002092785036501514	take	new plate	chef complaint	food
00017	0.0015590948695999817	take	new plate	reason	food
00018	0.0018175922430468004	take	new plate	him	food
00019	0.004061845365492268	take	new plate	waitress	food
00020	0.016656860494603888	take	new plate	new plate of food	food
00021	0.0031181897391999633	take	new plate	waitstaff	food
00022	0.0062904521328369205	take	new plate	server s attention	food
00023	0.002092785036501514	take	new plate	waitress attention	food
00024	0.004185570073003028	take	new plate	server s	food
00025	0.002092785036501514	take	new plate	replacement meal	food
00026	0.002092785036501514	take	new plate	new meal	food
00027	0.00779547434799991	take	new plate	chef	food
00028	0.0055522868315346285	take	new plate	chef complaint of food	food
00029	0.004185570073003028	show	bad parts	replacement food	food
00030	0.0015590948695999817	show	bad parts	returns	food
00031	0.0013539484551640894	show	bad parts	issue	food
00032	0.01895527837229725	show	bad parts	waiter	food
00033	0.014807345946740292	show	bad parts	server	food
00034	0.0055522868315346285	show	bad parts	wait staff of problem	food
00035	0.0	show	bad parts	wait for new order	food
00036	0.0005450744280255425	show	bad parts	you	food
00037	0.001104927715763387	show	bad parts	table	food
00038	0.002467890991123382	show	bad parts	flag	food
00039	0.008371140146006055	show	bad parts	new dish	food
00040	0.012556710219009086	show	bad parts	new plate	food
00041	0.002092785036501514	show	bad parts	waiter problem	food
00042	0.0075793175244911375	show	bad parts	problem	food
00043	0.002092785036501514	show	bad parts	good tip	food
00044	0.002092785036501514	show	bad parts	higher tip	food
00045	0.002092785036501514	show	bad parts	chef complaint	food
00046	0.0015590948695999817	show	bad parts	reason	food
00047	0.0018175922430468004	show	bad parts	him	food
00048	0.004061845365492268	show	bad parts	waitress	food
00049	0.016656860494603888	show	bad parts	new plate of food	food
00050	0.0031181897391999633	show	bad parts	waitstaff	food
00051	0.0062904521328369205	show	bad parts	server s attention	food
00052	0.002092785036501514	show	bad parts	waitress attention	food
00053	0.004185570073003028	show	bad parts	server s	food
00054	0.002092785036501514	show	bad parts	replacement meal	food
00055	0.002092785036501514	show	bad parts	new meal	food
00056	0.00779547434799991	show	bad parts	chef	food
00057	0.0055522868315346285	show	bad parts	chef complaint of food	food
00058	0.012556710219009084	explain	problem	replacement food	food
00059	0.004677284608799946	explain	problem	returns	food
00060	0.004061845365492268	explain	problem	issue	food
00061	0.05686583511689176	explain	problem	waiter	food
00062	0.04442203784022088	explain	problem	server	food
00063	0.016656860494603885	explain	problem	wait staff of problem	food
00064	0.0	explain	problem	wait for new order	food
00065	0.0016352232840766276	explain	problem	you	food
00066	0.0033147831472901614	explain	problem	table	food
00067	0.007403672973370146	explain	problem	flag	food
00068	0.025113420438018168	explain	problem	new dish	food
00069	0.037670130657027255	explain	problem	new plate	food
00070	0.006278355109504542	explain	problem	waiter problem	food
00071	0.006278355109504542	explain	problem	good tip	food
